SetID	P.value	N.Marker.All	N.Marker.Test	pval_skat.bon	SetID	P.value	N.Marker.All	N.Marker.Test	pval_skato.bon	SetID	P.value	N.Marker.All	N.Marker.Test	pval_burden.bon
DDI2	0.999897420369091	70	64	1	DDI2	1	70	64	1	DDI2	0.76726253409068	70	64	1
PLEKHM2	0.999881643375339	72	65	1	PLEKHM2	1	72	65	1	PLEKHM2	0.761377630867449	72	65	1
SLC25A34	0.974635037289613	9	7	1	SLC25A34	1	9	7	1	SLC25A34	0.887095970281475	9	7	1
SLC25A34-AS1	0.984239066497516	34	33	1	SLC25A34-AS1	1	34	33	1	SLC25A34-AS1	0.711151659510652	34	33	1
FBLIM1	0.995370809665576	73	71	1	FBLIM1	0.85473747461645	73	71	1	FBLIM1	0.700771321650879	73	71	1
FLJ37453	0.999192168651447	24	20	1	FLJ37453	0.72202244669317	24	20	1	FLJ37453	0.732965273242296	24	20	1
SPEN	0.999935099287595	128	116	1	SPEN	0.799112275085609	128	116	1	SPEN	0.852003415962103	128	116	1
ZBTB17	0.99838109679422	43	41	1	ZBTB17	0.778869516167358	43	41	1	ZBTB17	0.793230166192655	43	41	1
SRARP	1	13	9	1	SRARP	0.789304449441607	13	9	1	SRARP	0.79747690965675	13	9	1
HSPB7	1	41	35	1	HSPB7	0.770048203362141	41	35	1	HSPB7	0.783715052968276	41	35	1
CLCNKA	0.997814920854034	42	28	1	CLCNKA	1	42	28	1	CLCNKA	0.838063438953066	42	28	1
CLCNKB	0.999723981251359	87	58	1	CLCNKB	1	87	58	1	CLCNKB	0.70692628172558	87	58	1
FAM131C	0.999861777105495	80	73	1	FAM131C	1	80	73	1	FAM131C	0.911105031733671	80	73	1
EPHA2	0.998626479764687	57	51	1	EPHA2	0.823229689051057	57	51	1	EPHA2	0.857209337892969	57	51	1
ARHGEF19	0.999989825326498	55	47	1	ARHGEF19	1	55	47	1	ARHGEF19	0.933423057720946	55	47	1
CPLANE2	0.881298918286196	8	8	1	CPLANE2	0.756814717595166	8	8	1	CPLANE2	0.635637058728339	8	8	1
FBXO42	0.999996046576861	248	207	1	FBXO42	1	248	207	1	FBXO42	0.934769699418661	248	207	1
SZRD1	0.999952501997297	66	36	1	SZRD1	1	66	36	1	SZRD1	0.736320328353083	66	36	1
SPATA21	0.902038218552253	110	89	1	SPATA21	0.245923807698377	110	89	1	SPATA21	0.201589934341992	110	89	1
NECAP2	0.999820501522691	42	32	1	NECAP2	1	42	32	1	NECAP2	0.985534399816892	42	32	1
LINC01772	0.999319316625684	19	18	1	LINC01772	0.798776955639471	19	18	1	LINC01772	0.886785955457707	19	18	1
CROCCP3	0.999099387567692	75	63	1	CROCCP3	0.913370804858057	75	63	1	CROCCP3	0.752961741052709	75	63	1
RNU1-1	1	4	4	1	RNU1-1	0.823869648136038	4	4	1	RNU1-1	0.876966299473822	4	4	1
LINC01783	0.991706764405963	64	51	1	LINC01783	1	64	51	1	LINC01783	0.671383868232002	64	51	1
NBPF1	0.985337440921013	1129	859	1	NBPF1	0.361592585943048	1129	859	1	NBPF1	0.139849010073817	1129	859	1
CROCCP2	0.990077214146768	186	153	1	CROCCP2	0.803518206471552	186	153	1	CROCCP2	0.477138577922595	186	153	1
MST1P2	0.969681637404842	111	87	1	MST1P2	0.801976033807693	111	87	1	MST1P2	0.401136903778905	111	87	1
ESPNP	0.995995273300132	357	262	1	ESPNP	0.605505136247602	357	262	1	ESPNP	0.200482615761185	357	262	1
MST1L	0.999867258485422	172	125	1	MST1L	0.907700033779749	172	125	1	MST1L	0.725512420281862	172	125	1
MIR3675	0.970558220914706	1	1	1	MIR3675	0.843691542113158	1	1	1	MIR3675	0.970558220914706	1	1	1
LOC112267871	0.996905399994445	75	50	1	LOC112267871	1	75	50	1	LOC112267871	0.875022449803374	75	50	1
LOC105376805	0.985046439103835	4	4	1	LOC105376805	1	4	4	1	LOC105376805	0.909641758510582	4	4	1
RNU1-2	0.876810013857837	1	1	1	RNU1-2	0.586666116484494	1	1	1	RNU1-2	0.876810013857837	1	1	1
CROCC	0.999861996959962	238	204	1	CROCC	1	238	204	1	CROCC	0.663745340049055	238	204	1
MFAP2	1	20	19	1	MFAP2	1	20	19	1	MFAP2	0.81474920273649	20	19	1
ATP13A2	0.99998625250549	55	46	1	ATP13A2	1	55	46	1	ATP13A2	0.786040880674626	55	46	1
SDHB	0.258815748209655	109	87	1	SDHB	0.123269090787402	109	87	1	SDHB	0.0403999959799368	109	87	1
PADI2	0.265663802618873	262	226	1	PADI2	0.197827776562035	262	226	1	PADI2	0.0935294705471123	262	226	1
LINC02783	0.836997015240679	41	39	1	LINC02783	0.578159475598025	41	39	1	LINC02783	0.345828621867899	41	39	1
PADI1	0.999555963825149	172	147	1	PADI1	0.873652306972302	172	147	1	PADI1	0.535784054390624	172	147	1
PADI3	0.997260405532924	168	140	1	PADI3	0.833154664064214	168	140	1	PADI3	0.787771575444749	168	140	1
PADI4	0.999978053879505	268	241	1	PADI4	1	268	241	1	PADI4	0.81717782736744	268	241	1
PADI6	0.999967035826391	162	160	1	PADI6	1	162	160	1	PADI6	0.969848377397035	162	160	1
RCC2	0.99999841630576	73	69	1	RCC2	0.857869045143627	73	69	1	RCC2	0.720479259983423	73	69	1
ARHGEF10L	0.997537620602808	394	356	1	ARHGEF10L	1	394	356	1	ARHGEF10L	0.925927894442603	394	356	1
ACTL8	0.999998167786845	245	233	1	ACTL8	1	245	233	1	ACTL8	0.687504615958127	245	233	1
LINC01654	0.959296217544421	31	28	1	LINC01654	1	31	28	1	LINC01654	0.883318219584618	31	28	1
IGSF21	0.994894651035769	1022	915	1	IGSF21	1	1022	915	1	IGSF21	0.606431927161788	1022	915	1
KLHDC7A	0.153902458279368	26	26	1	KLHDC7A	0.0716244444782452	26	26	1	KLHDC7A	0.0267326959045777	26	26	1
PAX7	0.999738634488079	295	251	1	PAX7	0.924776273868604	295	251	1	PAX7	0.761860303307715	295	251	1
TAS1R2	0.999223166942865	96	92	1	TAS1R2	1	96	92	1	TAS1R2	0.616691819296566	96	92	1
ALDH4A1	0.991438495053263	87	74	1	ALDH4A1	0.820260476277867	87	74	1	ALDH4A1	0.839223441674842	87	74	1
IFFO2	0.999996802740342	200	167	1	IFFO2	1	200	167	1	IFFO2	0.881730611757499	200	167	1
UBR4	0.999999794403787	201	195	1	UBR4	0.69006712104535	201	195	1	UBR4	0.925513313387657	201	195	1
EMC1-AS1	0.99998834619814	24	22	1	EMC1-AS1	1	24	22	1	EMC1-AS1	0.910421911622544	24	22	1
EMC1	0.99998841213257	64	63	1	EMC1	0.49685901459365	64	63	1	EMC1	0.892703429884976	64	63	1
MRTO4	0.9973709382555	31	24	1	MRTO4	0.630799920298021	31	24	1	MRTO4	0.932490752027219	31	24	1
AKR7L	0.916292738127303	16	15	1	AKR7L	0.363315455111784	16	15	1	AKR7L	0.754788095591802	16	15	1
AKR7A3	0.992867511529798	20	15	1	AKR7A3	0.609999420515861	20	15	1	AKR7A3	0.886006226153767	20	15	1
LOC100506730	0.365122901823369	3	3	1	LOC100506730	0.389567132310992	3	3	1	LOC100506730	0.365122901823369	3	3	1
AKR7A2	0.845367566521708	20	17	1	AKR7A2	1	20	17	1	AKR7A2	0.439024999991503	20	17	1
SLC66A1	0.18799826578617	74	73	1	SLC66A1	0.053214120546999	74	73	1	SLC66A1	0.0212652587405237	74	73	1
CAPZB	0.683432998705218	574	508	1	CAPZB	0.0425717883229816	574	508	1	CAPZB	0.0138697639051674	574	508	1
LOC105378614	0.821475369763471	4	3	1	LOC105378614	0.673949258525596	4	3	1	LOC105378614	0.676272391805147	4	3	1
MICOS10	0.999837824478735	67	58	1	MICOS10	0.729051693242694	67	58	1	MICOS10	0.620369109020861	67	58	1
MICOS10-NBL1	0.975514421318768	89	70	1	MICOS10-NBL1	0.63946639929867	89	70	1	MICOS10-NBL1	0.633808028177004	89	70	1
HTR6	0.999890451201807	45	44	1	HTR6	0.873886170269262	45	44	1	HTR6	0.763229503519735	45	44	1
TMCO4	0.999946068715246	401	318	1	TMCO4	1	401	318	1	TMCO4	0.883673475496414	401	318	1
RNF186	0.984315816023475	5	5	1	RNF186	0.821567434057071	5	5	1	RNF186	0.821848917634816	5	5	1
OTUD3	0.995517428196726	40	33	1	OTUD3	1	40	33	1	OTUD3	0.656808023385071	40	33	1
PLA2G2E	1	15	11	1	PLA2G2E	0.591996960438881	15	11	1	PLA2G2E	0.884962846433056	15	11	1
PLA2G2A	0.998547748405367	12	12	1	PLA2G2A	1	12	12	1	PLA2G2A	0.93061337498858	12	12	1
PLA2G5	0.998192161513634	75	72	1	PLA2G5	0.920216266452088	75	72	1	PLA2G5	0.647078427337753	75	72	1
PLA2G2D	0.99761481642606	22	21	1	PLA2G2D	0.800747306208107	22	21	1	PLA2G2D	0.828424699005607	22	21	1
PLA2G2F	0.999857406628701	20	19	1	PLA2G2F	0.82295584985261	20	19	1	PLA2G2F	0.8138720828004	20	19	1
PLA2G2C	0.962681610116431	50	46	1	PLA2G2C	1	50	46	1	PLA2G2C	0.628934854411532	50	46	1
UBXN10-AS1	0.686367767141698	6	4	1	UBXN10-AS1	0.7645537020578	6	4	1	UBXN10-AS1	0.686366018905224	6	4	1
UBXN10	1	9	9	1	UBXN10	0.861886762275958	9	9	1	UBXN10	0.589828367829008	9	9	1
LINC01757	0.913612641826761	8	8	1	LINC01757	1	8	8	1	LINC01757	0.9060084580761	8	8	1
VWA5B1	0.999976329968546	174	163	1	VWA5B1	0.814235196688851	174	163	1	VWA5B1	0.661157279203261	174	163	1
LINC01141	0.999150729144846	173	152	1	LINC01141	1	173	152	1	LINC01141	0.774544552852945	173	152	1
CAMK2N1	0.99085747781262	5	3	1	CAMK2N1	1	5	3	1	CAMK2N1	0.92943371168366	5	3	1
MUL1	0.980235386703103	19	15	1	MUL1	0.824695094162842	19	15	1	MUL1	0.810899858494078	19	15	1
FAM43B	0.939210892894877	5	5	1	FAM43B	0.844058470705857	5	5	1	FAM43B	0.842386946150272	5	5	1
CDA	0.987905779532944	131	115	1	CDA	0.723566873479971	131	115	1	CDA	0.727827428592824	131	115	1
PINK1	0.998020679152827	75	68	1	PINK1	1	75	68	1	PINK1	0.851703849629086	75	68	1
PINK1-AS	0.72481624017933	6	6	1	PINK1-AS	0.629644013493198	6	6	1	PINK1-AS	0.69092299254821	6	6	1
DDOST	0.990031235204182	32	30	1	DDOST	0.822598502690737	32	30	1	DDOST	0.733189268107489	32	30	1
KIF17	0.999645405889195	199	187	1	KIF17	0.778290314414505	199	187	1	KIF17	0.742877694474653	199	187	1
SH2D5	0.997599992277427	35	33	1	SH2D5	1	35	33	1	SH2D5	0.866469485606393	35	33	1
HP1BP3	0.999980947402417	94	86	1	HP1BP3	1	94	86	1	HP1BP3	0.963777302092901	94	86	1
EIF4G3	0.999956847739606	690	596	1	EIF4G3	0.50979369269272	690	596	1	EIF4G3	0.463829327053361	690	596	1
ECE1	0.655817481290977	123	112	1	ECE1	0.00967002871195854	123	112	1	ECE1	0.00426179239238509	123	112	1
ECE1-AS1	0.993368258516031	14	11	1	ECE1-AS1	1	14	11	1	ECE1-AS1	0.839058416787183	14	11	1
NBPF3	0.997911824171419	267	204	1	NBPF3	0.836038465012063	267	204	1	NBPF3	0.637426074525646	267	204	1
ALPL	0.849974888158766	276	225	1	ALPL	0.449237691165897	276	225	1	ALPL	0.152894909690099	276	225	1
RAP1GAP	0.757639606722727	177	136	1	RAP1GAP	0.509493107370915	177	136	1	RAP1GAP	0.270357892220012	177	136	1
USP48	0.999324637209451	210	182	1	USP48	1	210	182	1	USP48	0.997311807489263	210	182	1
LDLRAD2	0.998494219238866	32	31	1	LDLRAD2	1	32	31	1	LDLRAD2	0.896995283523461	32	31	1
HSPG2	0.999879018115384	293	256	1	HSPG2	0.727258297769542	293	256	1	HSPG2	0.766765982324213	293	256	1
CELA3B	0.990611356016939	208	188	1	CELA3B	1	208	188	1	CELA3B	0.999933759173653	208	188	1
CELA3A	0.936849225557929	145	127	1	CELA3A	0.440706974796153	145	127	1	CELA3A	0.380647112106347	145	127	1
LINC01635	0.00101082127143892	11	7	1	LINC01635	0.00159191945657389	11	7	1	LINC01635	0.00101086848629428	11	7	1
LINC00339	0.0443221404134349	37	35	1	LINC00339	0.0343476205720233	37	35	1	LINC00339	0.0285250250784675	37	35	1
CDC42	0.992519591171901	90	51	1	CDC42	0.136158350377241	90	51	1	CDC42	0.041103613028849	90	51	1
WNT4	0.761213249852336	80	62	1	WNT4	0.347094277507195	80	62	1	WNT4	0.229080484204428	80	62	1
ZBTB40	0.567389742220576	129	118	1	ZBTB40	0.0206649173492662	129	118	1	ZBTB40	0.00683876335531538	129	118	1
EPHA8	0.747511050957306	136	106	1	EPHA8	1	136	106	1	EPHA8	0.971971587146435	136	106	1
C1QA	0.988613984938514	7	7	1	C1QA	0.836167471090977	7	7	1	C1QA	0.833588282016238	7	7	1
C1QC	0.962436984215236	25	25	1	C1QC	1	25	25	1	C1QC	0.777917318152755	25	25	1
C1QB	0.840375359501909	29	26	1	C1QB	0.806556218535255	29	26	1	C1QB	0.769192186744681	29	26	1
EPHB2	0.999994817154193	625	509	1	EPHB2	0.84256386166362	625	509	1	EPHB2	0.938252858219269	625	509	1
LACTBL1	0.843994710398667	56	54	1	LACTBL1	0.613358616062491	56	54	1	LACTBL1	0.361560485375314	56	54	1
TEX46	0.0339561606975638	8	7	1	TEX46	0.0326024655190449	8	7	1	TEX46	0.0295045984236517	8	7	1
KDM1A	0.999432752081688	80	75	1	KDM1A	0.907591770045291	80	75	1	KDM1A	0.74778162564791	80	75	1
LUZP1	0.999986429515721	135	126	1	LUZP1	1	135	126	1	LUZP1	0.830246972289731	135	126	1
HTR1D	0.9191243442554	3	3	1	HTR1D	0.799475863705621	3	3	1	HTR1D	0.88294938708925	3	3	1
LINC01355	1	2	2	1	LINC01355	0.787635905158727	2	2	1	LINC01355	0.818609100477683	2	2	1
HNRNPR	0.999980397141574	62	53	1	HNRNPR	0.903392145141099	62	53	1	HNRNPR	0.972403295300277	62	53	1
ZNF436	0.962073271471647	23	22	1	ZNF436	1	23	22	1	ZNF436	0.89816277002752	23	22	1
ZNF436-AS1	0.991444193228141	5	5	1	ZNF436-AS1	1	5	5	1	ZNF436-AS1	0.812369566049489	5	5	1
TCEA3	0.999890486026541	137	121	1	TCEA3	1	137	121	1	TCEA3	0.801786376189108	137	121	1
ASAP3	0.999996089447404	123	80	1	ASAP3	0.80411339908912	123	80	1	ASAP3	0.627533346380478	123	80	1
E2F2	0.583598949305977	51	46	1	E2F2	0.390941479678183	51	46	1	E2F2	0.289584286619135	51	46	1
ID3	1	8	6	1	ID3	0.84905671647315	8	6	1	ID3	0.882786494398599	8	6	1
MDS2	0.999402845556042	28	20	1	MDS2	1	28	20	1	MDS2	0.89063372884576	28	20	1
RPL11	1	14	10	1	RPL11	1	14	10	1	RPL11	0.899256403085084	14	10	1
ELOA	0.989033016164522	18	13	1	ELOA	1	18	13	1	ELOA	0.848158785592038	18	13	1
ELOA-AS1	0.997262215910984	12	12	1	ELOA-AS1	1	12	12	1	ELOA-AS1	0.887490255235537	12	12	1
PITHD1	0.984779324398823	8	5	1	PITHD1	0.474234209157224	8	5	1	PITHD1	0.939556728081584	8	5	1
LYPLA2	0.887138541304001	3	1	1	LYPLA2	0.588125918841245	3	1	1	LYPLA2	0.887138541304001	3	1	1
GALE	1	4	4	1	GALE	1	4	4	1	GALE	0.926602882511945	4	4	1
HMGCL	0.999953795061587	41	39	1	HMGCL	1	41	39	1	HMGCL	0.791475146029039	41	39	1
FUCA1	0.999996403559793	68	65	1	FUCA1	0.85477059725339	68	65	1	FUCA1	0.95034351875488	68	65	1
CNR2	0.999992454824444	308	229	1	CNR2	1	308	229	1	CNR2	0.763546035273638	308	229	1
PNRC2	1	12	9	1	PNRC2	0.828172178941814	12	9	1	PNRC2	0.998834806379235	12	9	1
SRSF10	0.998675791180474	48	29	1	SRSF10	1	48	29	1	SRSF10	0.832759218246161	48	29	1
MYOM3	0.999688335050569	204	172	1	MYOM3	1	204	172	1	MYOM3	0.662879457227716	204	172	1
IL22RA1	0.0785935640411218	58	35	1	IL22RA1	0.0450516724275063	58	35	1	IL22RA1	0.0216858364184076	58	35	1
IFNLR1	0.999882610228999	171	138	1	IFNLR1	0.680537616456153	171	138	1	IFNLR1	0.961834827898348	171	138	1
LINC02800	0.900370001341674	59	38	1	LINC02800	0.746759614689729	59	38	1	LINC02800	0.573341974576743	59	38	1
GRHL3	0.999970073087187	59	50	1	GRHL3	1	59	50	1	GRHL3	0.968974562513143	59	50	1
STPG1	0.999970656044914	152	150	1	STPG1	1	152	150	1	STPG1	0.860255983171257	152	150	1
NIPAL3	0.99868538961103	190	186	1	NIPAL3	0.82730540690209	190	186	1	NIPAL3	0.802270438611339	190	186	1
RCAN3AS	0.724973710191628	7	5	1	RCAN3AS	1	7	5	1	RCAN3AS	0.725968578192095	7	5	1
RCAN3	0.99998705079959	88	82	1	RCAN3	0.84740263898023	88	82	1	RCAN3	0.886573592564264	88	82	1
NCMAP-DT	0.9999437281775	62	61	1	NCMAP-DT	1	62	61	1	NCMAP-DT	0.911480102031012	62	61	1
NCMAP	0.999991379827391	255	249	1	NCMAP	0.828809814186334	255	249	1	NCMAP	0.822985818221002	255	249	1
SRRM1	0.999911140175261	29	26	1	SRRM1	1	29	26	1	SRRM1	0.87567704663569	29	26	1
CLIC4	0.99997758648059	162	121	1	CLIC4	0.622523253476322	162	121	1	CLIC4	0.606378065883917	162	121	1
RUNX3	0.999916876437412	61	56	1	RUNX3	1	61	56	1	RUNX3	0.967517741041478	61	56	1
SYF2	0.99493751249721	5	5	1	SYF2	0.865544103907263	5	5	1	SYF2	0.997279672731334	5	5	1
RSRP1	0.982351395418759	4	4	1	RSRP1	0.794846182599829	4	4	1	RSRP1	0.774080310854253	4	4	1
RHD	0.99997599839696	96	76	1	RHD	1	96	76	1	RHD	0.968333230324044	96	76	1
TMEM50A	0.99998037755883	33	27	1	TMEM50A	0.687694654423333	33	27	1	TMEM50A	0.747350633111893	33	27	1
RHCE	0.999995972679377	106	90	1	RHCE	1	106	90	1	RHCE	0.915943890310831	106	90	1
MACO1	0.999992690367739	120	107	1	MACO1	1	120	107	1	MACO1	0.654051935061535	120	107	1
LDLRAP1	0.999722819886418	34	34	1	LDLRAP1	1	34	34	1	LDLRAP1	0.958541206162822	34	34	1
MAN1C1	0.999990180989523	321	298	1	MAN1C1	0.830492193235091	321	298	1	MAN1C1	0.697814288929347	321	298	1
SELENON	0.000360679483983661	47	43	1	SELENON	0.000593455368517071	47	43	1	SELENON	0.00032668058545407	47	43	1
MTFR1L	0.00038291163571369	35	35	1	MTFR1L	0.000468329647373089	35	35	1	MTFR1L	0.000267216250927444	35	35	1
AUNIP	0.00109556857070126	75	30	1	AUNIP	0.00165229170921977	75	30	1	AUNIP	0.000720327086005707	75	30	1
PAQR7	1	8	8	1	PAQR7	1	8	8	1	PAQR7	0.989474893969223	8	8	1
STMN1	0.999004237866173	29	26	1	STMN1	0.694497107589521	29	26	1	STMN1	0.996324346534653	29	26	1
PAFAH2	0.871247493044951	100	92	1	PAFAH2	0.179781892934104	100	92	1	PAFAH2	0.0811664950647082	100	92	1
EXTL1	0.872413292897209	28	26	1	EXTL1	0.771424321021413	28	26	1	EXTL1	0.720190385779876	28	26	1
SLC30A2	0.885661085128186	23	23	1	SLC30A2	1	23	23	1	SLC30A2	0.964526524610395	23	23	1
TRIM63	0.558332939137352	48	47	1	TRIM63	0.0321509125403721	48	47	1	TRIM63	0.0124292820845455	48	47	1
PDIK1L	0.0252393722505229	37	35	1	PDIK1L	0.0169534106374116	37	35	1	PDIK1L	0.0064955225358699	37	35	1
FAM110D	0.049462504672541	14	13	1	FAM110D	0.0451355389474246	14	13	1	FAM110D	0.0235230062230066	14	13	1
C1orf232	0.0958257826846289	17	15	1	C1orf232	0.10728960118318	17	15	1	C1orf232	0.0682130946781218	17	15	1
ZNF593	0.647257605803824	4	3	1	ZNF593	0.691515398655461	4	3	1	ZNF593	0.726676992117169	4	3	1
CNKSR1	0.49619693439239	25	21	1	CNKSR1	0.336263922430778	25	21	1	CNKSR1	0.129347095309596	25	21	1
CATSPER4	0.00898813467753845	50	41	1	CATSPER4	0.00512985780131292	50	41	1	CATSPER4	0.00353005773797019	50	41	1
ZPLD2P	0.0889534110551715	16	15	1	ZPLD2P	0.0496987454219991	16	15	1	ZPLD2P	0.0241157000309317	16	15	1
CEP85	0.461482048430242	155	145	1	CEP85	0.18787647472599	155	145	1	CEP85	0.131162783610237	155	145	1
SH3BGRL3	0.00220844031834422	3	3	1	SH3BGRL3	0.00336831785697267	3	3	1	SH3BGRL3	0.00189400698716708	3	3	1
UBXN11	0.673950885031411	94	91	1	UBXN11	0.244844996705231	94	91	1	UBXN11	0.159116347643028	94	91	1
CD52	0.642283988316315	15	14	1	CD52	0.485872690289174	15	14	1	CD52	0.353772117741278	15	14	1
CRYBG2	0.978785658905654	90	84	1	CRYBG2	1	90	84	1	CRYBG2	0.905161266768732	90	84	1
ZNF683	0.699180687010719	35	30	1	ZNF683	0.665200240639676	35	30	1	ZNF683	0.246212523235351	35	30	1
LIN28A	0.536136098215974	29	27	1	LIN28A	0.780003196142194	29	27	1	LIN28A	0.729177419441756	29	27	1
DHDDS	0.998882949452309	38	34	1	DHDDS	1	38	34	1	DHDDS	0.885849981504302	38	34	1
HMGN2	0.56310397347004	32	30	1	HMGN2	0.270101133006712	32	30	1	HMGN2	0.307880789988621	32	30	1
RPS6KA1	0.999924124833252	86	77	1	RPS6KA1	1	86	77	1	RPS6KA1	0.909361589721479	86	77	1
LOC101928728	0.656301851496812	3	3	1	LOC101928728	0.841183027047457	3	3	1	LOC101928728	0.837054248910626	3	3	1
ARID1A	0.850024536897412	69	60	1	ARID1A	1	69	60	1	ARID1A	0.971524700956272	69	60	1
PIGV	0.960726527311253	9	8	1	PIGV	1	9	8	1	PIGV	0.764559553407923	9	8	1
ZDHHC18	0.57824078331638	54	46	1	ZDHHC18	0.733148383695639	54	46	1	ZDHHC18	0.980528648004473	54	46	1
SFN	1	2	0	1	SFN	1	2	0	1	SFN	1	2	0	1
GPN2	0.543912797922887	20	16	1	GPN2	0.678058964802078	20	16	1	GPN2	0.867084127714317	20	16	1
GPATCH3	0.600965074069949	12	11	1	GPATCH3	0.821184191598641	12	11	1	GPATCH3	0.964965552448956	12	11	1
NR0B2	0.905284513164509	4	4	1	NR0B2	1	4	4	1	NR0B2	0.765069520597434	4	4	1
NUDC	0.999945618493552	20	12	1	NUDC	0.865999585741004	20	12	1	NUDC	0.715142900550542	20	12	1
KDF1	0.999170078881074	10	7	1	KDF1	1	10	7	1	KDF1	0.98039460574962	10	7	1
TRNP1	0.87913828450031	3	1	1	TRNP1	0.753535820040602	3	1	1	TRNP1	0.87913828450031	3	1	1
TENT5B	0.914473967980508	1	1	1	TENT5B	0.901930428960647	1	1	1	TENT5B	0.914473967980508	1	1	1
SLC9A1	0.999968534434191	69	58	1	SLC9A1	1	69	58	1	SLC9A1	0.967445203491711	69	58	1
WDTC1	0.833719390382982	83	54	1	WDTC1	0.900865439046601	83	54	1	WDTC1	0.854343789361538	83	54	1
TMEM222	0.944502041207488	23	21	1	TMEM222	1	23	21	1	TMEM222	0.701584133487182	23	21	1
SYTL1	0.743936586319292	14	13	1	SYTL1	0.409544306474007	14	13	1	SYTL1	0.343498096404887	14	13	1
MAP3K6	0.978373945579094	21	18	1	MAP3K6	0.483527805854616	21	18	1	MAP3K6	0.412321964732335	21	18	1
FCN3	0.908123584158295	10	9	1	FCN3	1	10	9	1	FCN3	0.694364879888478	10	9	1
CD164L2	0.85342963493692	6	6	1	CD164L2	1	6	6	1	CD164L2	0.838506411105161	6	6	1
GPR3	0.908977638443197	2	2	1	GPR3	1	2	2	1	GPR3	0.908912212198437	2	2	1
WASF2	0.999994598958265	156	140	1	WASF2	0.896201356859232	156	140	1	WASF2	0.781573748489177	156	140	1
AHDC1	0.999998300742405	62	58	1	AHDC1	0.775833419243151	62	58	1	AHDC1	0.73534193207685	62	58	1
FGR	0.991986208829342	13	12	1	FGR	0.862696195657776	13	12	1	FGR	0.510588737826387	13	12	1
LINC02574	0.573712967887434	1	1	1	LINC02574	0.363699259745565	1	1	1	LINC02574	0.573712967887434	1	1	1
IFI6	0.951202540611789	12	8	1	IFI6	0.715755436108575	12	8	1	IFI6	0.765072282282784	12	8	1
FAM76A	0.999941867914437	80	77	1	FAM76A	0.848976723544458	80	77	1	FAM76A	0.959374614509626	80	77	1
STX12	0.999998460640057	69	63	1	STX12	0.81114232261963	69	63	1	STX12	0.876132242693668	69	63	1
PPP1R8	0.964743782700914	25	22	1	PPP1R8	1	25	22	1	PPP1R8	0.813262879422077	25	22	1
THEMIS2	0.981527609156708	55	53	1	THEMIS2	0.695763772484022	55	53	1	THEMIS2	0.499478322550837	55	53	1
RPA2	0.99999864304853	71	68	1	RPA2	1	71	68	1	RPA2	0.855908431915768	71	68	1
SMPDL3B	0.999754330717773	81	76	1	SMPDL3B	1	81	76	1	SMPDL3B	0.975966944840613	81	76	1
XKR8	0.891438085298409	11	7	1	XKR8	1	11	7	1	XKR8	0.919013165275681	11	7	1
EYA3	0.999972543397009	192	174	1	EYA3	1	192	174	1	EYA3	0.744971186068239	192	174	1
PTAFR	0.999987602459538	26	22	1	PTAFR	1	26	22	1	PTAFR	0.995200801928007	26	22	1
DNAJC8	0.053502819629856	60	54	1	DNAJC8	0.0112266138429905	60	54	1	DNAJC8	0.00606875162265955	60	54	1
ATP5IF1	0.0834414949037539	7	7	1	ATP5IF1	0.0747414272798255	7	7	1	ATP5IF1	0.0408431543627722	7	7	1
SESN2	0.632013168739468	34	32	1	SESN2	0.143585186209801	34	32	1	SESN2	0.0973944788710815	34	32	1
MED18	0.0499866417779626	3	1	1	MED18	0.0494247146884857	3	1	1	MED18	0.0499866417779626	3	1	1
PHACTR4	0.810939449299621	288	276	1	PHACTR4	0.0404577948356443	288	276	1	PHACTR4	0.0287677711298468	288	276	1
SNHG3	0.778709642828558	6	6	1	SNHG3	0.621693639985938	6	6	1	SNHG3	0.561736297733843	6	6	1
RCC1	0.99817385254964	48	43	1	RCC1	0.57023210004656	48	43	1	RCC1	0.420570152446011	48	43	1
TRNAU1AP	0.956703210229679	47	46	1	TRNAU1AP	0.207382927961018	47	46	1	TRNAU1AP	0.135685428195506	47	46	1
SNHG12	0.0113531620870857	2	2	1	SNHG12	0.0136267010862407	2	2	1	SNHG12	0.0113531620870857	2	2	1
RAB42	0.940039132904277	5	5	1	RAB42	1	5	5	1	RAB42	0.70727868163161	5	5	1
TAF12	0.99911735945841	59	52	1	TAF12	0.238594354816896	59	52	1	TAF12	0.13627424485308	59	52	1
LINC01715	0.98666353480559	9	9	1	LINC01715	1	9	9	1	LINC01715	0.969122141688148	9	9	1
RNU11	0.724976033986698	1	1	1	RNU11	0.804804997839883	1	1	1	RNU11	0.724976033986698	1	1	1
GMEB1	0.999926935560467	72	65	1	GMEB1	1	72	65	1	GMEB1	0.849437611429668	72	65	1
YTHDF2	0.996470710914576	59	51	1	YTHDF2	0.9193350661106	59	51	1	YTHDF2	0.625233931875965	59	51	1
OPRD1	0.998751913604973	168	144	1	OPRD1	0.562680310660071	168	144	1	OPRD1	0.898376530820287	168	144	1
EPB41	0.999683070735236	353	332	1	EPB41	0.0705066177991418	353	332	1	EPB41	0.0332031861736896	353	332	1
TMEM200B	0.737809609742431	3	3	1	TMEM200B	0.550658114406111	3	3	1	TMEM200B	0.660280720951988	3	3	1
SRSF4	0.99916093489842	57	56	1	SRSF4	0.803123651400153	57	56	1	SRSF4	0.364148580116733	57	56	1
